premise	hypothesis	label	case
If the earth told a true story , then Stapleton never reached that island of refuge towards which he struggled through the fog upon that last night .	he struggled through the fog upon that last night	contradiction	a: within scope.
If the earth told a true story , then Stapleton never reached that island of refuge towards which he struggled through the fog upon that last night .	If the earth told a true story , then Stapleton reached that island of refuge towards which he struggled through the fog upon that last night .	contradiction	b: cue-removed
Poor Mortimer will never see his pet again .	Poor Mortimer will see his pet again	contradiction	a: within scope.
Poor Mortimer will never see his pet again .	Poor Mortimer will see his pet again .	contradiction	b: cue-removed
Well , I do not know that this place contains any secret which we have not already fathomed .	I do know that this place contains some secret which we have already fathomed	contradiction	b: cue-removed
Well , I do not know that this place contains any secret which we have not already fathomed .	this place contains some secret which we have not already fathomed	contradiction	a: within scope.
Well , I do not know that this place contains any secret which we have not already fathomed .	we have not already fathomed	contradiction	a: within scope.
Well , I do not know that this place contains any secret which we have not already fathomed .	Well , I do know that this place contains some secret which we have already fathomed .	contradiction	b: cue-removed
Well , I do not know that this place contains any secret which we have not already fathomed .	we have already fathomed	contradiction	a: within scope.
Well , I do not know that this place contains any secret which we have not already fathomed .	Well , I do know that this place contains any secret which we have already fathomed .	contradiction	b: cue-removed
Well , I do not know that this place contains any secret which we have not already fathomed .	this place contains any secret which we have already fathomed	contradiction	b: cue-removed
He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	he could hush its voice	contradiction	a: within scope.
He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	He could hide his hound , but he could hush its voice , and hence came those cries which even in daylight were pleasant to hear .	contradiction	b: cue-removed
He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	He could hide his hound , but he could hush its voice	contradiction	b: cue-removed
He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	He could hide his hound	entailment	c: a S clause
He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	even in daylight were not pleasant to hear	entailment	c: a S clause
He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	even in daylight were pleasant to hear	contradiction	a: within scope.
He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	He could hide his hound , but he could not hush its voice	entailment	c: a S clause
