sent_1	sent_2	label	positive_1	positive_2	subsequence_1	subsequence_2
they had gone far	""" No , there was no attempt at robbery . """	neutral	True	False	True	False
I did know you were a good man	I had nothing to do with my host going off upon a nocturnal excursion and meeting so sad an end .	neutral	True	False	True	False
"We can arrest without her evidence , that is clear , so the sooner we get a statement the better . """	"No , no , we shall all be justified when we see the tenants of High Gable at the next Guildford Assizes . """	neutral	True	False	True	False
this house can be more than a mile or two from Oxshott , since Garcia was walking in that direction and hoped , according to my reading of the facts , to be back in Wisteria Lodge in time to avail himself of an alibi , which would only be valid up to one o'clock	you proceed with your narrative exactly as you would have done had you never been interrupted	neutral	True	False	True	True
the whole thing is a vision and a touch of nerves	If it were the devil himself a constable on duty should never thank God that he could not lay his hands upon him .	neutral	True	False	True	False
it did appear to be a matter which concerned the police	""" I can make nothing of this mystification of Scott Eccles . """	neutral	True	False	True	False
He made remark	But there was something in the ice-cold reasoning of Holmes which made it impossible to shrink from any adventure which he might recommend .	neutral	True	False	True	False
There are better instruments than discharged servants with a grievance , and I was lucky eugh to find one .	Every effort was made by Inspector Baynes , who has the case in hand , to ascertain the hiding place of the fugitives	neutral	True	False	True	True
there 's use to deny it	the matter remained in his thoughts , for he stood in front of the fire afterwards with a thoughtful face , smoking his pipe , and casting an occasional glance at the message	neutral	True	False	True	True
` Our difficulties are over	""" I know , sir , I know ; but it shook me , sir , and there 's no use to deny it ."	neutral	True	False	True	False
The room was empty , and the bed had been slept in .	it had not been obvious to me before	neutral	True	False	True	True
"` ` I do quite understand . """	Well , sir , it did not appear to be a matter which concerned the police	neutral	True	False	True	True
You can imagine my surprise when I found that there was one there .	"No , no , we shall all be justified when we see the tenants of High Gable at the next Guildford Assizes . """	neutral	True	False	True	False
The dinner itself was neither well served nor well cooked , and the gloomy presence of the taciturn servant did help to enliven us .	Apparently the tenants had brought little or nothing with them , and all the furniture down to the smallest details had been taken over with the house .	neutral	True	False	True	False
you do mean that I am suspected	""" I do not quite understand . """	neutral	True	False	True	False
Murillo went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness	There was no response .	neutral	True	False	True	False
your disturbance dates from the moment of your waking	No woman would ever send a reply-paid telegram .	neutral	True	False	True	False
