sent_1	sent_2	label	case	cue	common_cue	lexical_overlap	method	negated_scope	negation_scope
""" I confess that I share Dr. Mortimer 's belief that it will not be long before the missing boot is found . """	"` ` I confess that I share Dr. Mortimer 's belief that it will be long before the missing boot is found . """	contradiction	b: cue-removed	not	True	True	nep	True	
"You have nothing else to report to us before we go into this matter ? """	You have else to report to us before we go into this matter	contradiction	a: within scope.	nothing	False	True	nep	True	
I mean to teach them in these parts that law is law , and that there is a man here who does not fear to invoke it .	there is a man here who does fear to invoke it	contradiction	b: cue-removed	not	True	True	nep	True	
My eyes have been trained to examine faces and not their trimmings .	My eyes have been trained to examine faces and their trimmings .	contradiction	b: cue-removed	not	True	True	nep	True	
""" Ah , Wilson , I see you have not forgotten the little case in which I had the good fortune to help you ? """	you have forgotten the little case in which I had the good fortune to help you	contradiction	a: within scope.	not	True	True	nep	True	
Problems with the nervous system such as injury to the spinal cord or abnormal growths on it can also lead to priapism .	Problems with the nervous system such as injury to the spinal cord or normal growths on it can also lead to priapism .	contradiction	b: cue-removed	ab-	False	True	nep	True	
"I am justly reproved for what I feel was an unjustifiable intrusion , and I promise you that I will not mention the matter again . """	I feel was an unjustifiable intrusion	entailment	c: a S clause	not	True	True	nep	False	
I have no doubt that there were times when my life hung in the balance .	I have doubt that there were times when my life hung in the balance .	contradiction	b: cue-removed	no	True	True	nep	True	
I thought nothing of it at the time .	I thought of it at the time	contradiction	a: within scope.	nothing	False	True	nep	True	
Since we have been so unfortunate as to miss him and have no notion of his errand , this accidental souvenir becomes of importance .	we have been so unfortunate as to miss him and have tion of his errand	contradiction	b: cue-removed	no	True	True	nep	True	
""" I did not say that I had read all the letter . """	I did say that I had read all the letter	contradiction	a: within scope.	not	True	True	nep	True	
""" I guess it is ourselves and not the house that we have to blame ! "" said the baronet ."	I guess it is ourselves and the house that we have to blame	contradiction	b: cue-removed	not	True	True	nep	True	
""" I would suggest carrying this poor fellow to my house , but it would give my sister such a fright that I do not feel justified in doing it ."	I do feel justified in doing it	contradiction	a: within scope.	not	True	True	nep	True	
""" There was no possible indication that we intended to go to this hotel . """	we intended to go to this hotel	contradiction	a: within scope.	no	True	True	nep	True	
"And I have also communicated with my faithful Cartwright , who would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had not set his mind at rest about my safety . """	"And I have also communicated with my faithful Cartwright , who would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had set his mind at rest about my safety . """	contradiction	b: cue-removed	not	True	True	nep	True	
Between ourselves there are pretty clear signs that this will not be wanting if the lady is willing , for I have seldom seen a man more infatuated with a woman than he is with our beautiful neighbour , Miss Stapleton .	Between ourselves there are pretty clear signs that this will be wanting if the lady is willing , for I have seldom seen a man more infatuated with a woman than he is with our beautiful neighbour , Miss Stapleton .	contradiction	b: cue-removed	not	True	True	nep	True	
He referred to her again and again on our walk home , and since then hardly a day has passed that we have not seen something of the brother and sister .	since then hardly a day has passed that we have seen something of the brother and sister	contradiction	b: cue-removed	not	True	True	nep	True	
""" A second solution was at this stage obviously possible , and although I thought it exceedingly unlikely , I was determined to elucidate it before going further ."	A second solution was at this stage obviously possible	entailment	c: a S clause	un-	False	True	nep	False	
Homosexuality used to be considered a paraphilia , but this is no longer the case in most of the world .	Homosexuality used to be considered a paraphilia	entailment	c: a S clause	no-longer	False	True	nep	False	
The story of the Stapletons could no longer be withheld from him , but he took the blow bravely when he learned the truth about the woman whom he had loved .	he learned the truth about the woman whom he had loved	entailment	c: a S clause	no	True	True	nep	False	
Then I broke my blue ribbon and began to drink again , but I think I should not have done it if Mary had been the same as ever .	Then I broke my blue ribbon and began to drink again , but I think I should have done it if Mary had been the same as .	contradiction	b: cue-removed	not	True	True	nep	True	
