premise	hypothesis	label	case	cue	common_cue	lexical_overlap	method	negated_scope
But I have done my duty now and I will say no more .	But I have done my duty w and I will say more .	contradiction	b: cue-removed	no	True	True	nep	True
"I 've not heard of him since I left out food for him last , and that was three days ago . """	I ' ve heard of him since I left out food for him last	entailment	c: a S clause	not	True	True	nep	False
Pseudoscience is often considered immoral by scientists not because its claims are undemonstrated , but because they are sometimes presented as facts and/or real .	its claims are undemonstrated	contradiction	a: within scope.	im-	False	True	nep	True
"But we have to prove all this , and we are not in a position to do it . """	we are in a position to do it	contradiction	a: within scope.	not	True	True	nep	True
Stapleton may fall in with such a superstition , and Mortimer also , but if I have one quality upon earth it is common sense , and nothing will persuade me to believe in such a thing .	Stapleton may fall in with such a superstition , and Mortimer also , but if I have one quality upon earth it is common sense , and will persuade me to believe in such a thing .	contradiction	b: cue-removed	nothing	False	True	nep	True
""" I was sure Henderson , as he calls himself , felt that he was suspected , and that he would lie low and make no move so long as he thought he was in any danger ."	he was in some danger	contradiction	a: within scope.	no	True	True	nep	True
He is no one whom I have seen down here , and I have now met all the neighbours .	He is one whom I have seen down here , and I have w met all the neighbours .	contradiction	b: cue-removed	no	True	True	nep	True
"I have no doubt"""	"I have doubt"""	contradiction	b: cue-removed	no	True	True	nep	True
Today , for example , its surface was broken by a very unexpected ripple , which has caused our friend considerable perplexity and annoyance .	Today , for example , its surface was broken by a very expected ripple , which has caused our friend considerable perplexity and annoyance .	contradiction	b: cue-removed	un-	False	True	nep	True
The local bus company did go bust a few times , notably at the same time as the major plague of train accidents and strikes in early 2002 where combined with large snow deposits , made travel in or out of the town impossible or at least very unpleasant .	The local bus company did go bust a few times , notably at the same time as the major plague of train accidents and strikes in early 2002 where combined with large snow deposits , made travel in or out of the town possible or at least very unpleasant .	contradiction	b: cue-removed	im-	False	True	nep	True
"First he dropped me , then he quarrelled with Sarah , and now that Mary has stopped writing we do not know how things are going with them . """	we do know how things are going with them	contradiction	a: within scope.	not	True	True	nep	True
The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	that seemed relevant to use in such situations	contradiction	a: within scope.	ir-	False	True	nep	True
For a month he was in and out of my house , and never once did it cross my mind that harm might come of his soft , tricky ways .	For a month he was in and out of my house	entailment	c: a S clause	never	True	True	nep	False
No signs of violence were to be discovered upon Sir Charles 's person , and though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is not unusual in cases of dyspnoea and death from cardiac exhaustion .	No signs of violence were to be discovered upon Sir Charles 's person , and though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is unusual in cases of dyspnoea and death from cardiac exhaustion .	contradiction	b: cue-removed	not	True	True	nep	True
By the way , your instructions to me never to allow Sir Henry to go out alone will become very much more onerous if a love affair were to be added to our other difficulties .	By the way , your instructions to me to allow Sir Henry to go out alone will become very much more onerous if a love affair were to be added to our other difficulties .	contradiction	b: cue-removed	never	True	True	nep	True
