sent_1	sent_2	method	lexical_overlap	negated_scope
you were	""" I did not know who you were , but I was determined to find out . """	swapped	False	False
I am sure that as a conscientious detective my first duty is to arrest the whole household .	I am not sure that as a conscientious detective my first duty is not to arrest the whole household .	swapped	False	False
matters stood	I 've had no time , for it was only yesterday that I learned how matters stood .	swapped	False	False
` ` We dare take the chance of his being overtaken before he can reach us .	""" We dare not take the chance of his being overtaken before he can reach us ."	swapped	False	False
I give you my word , sir , that it is my secret , and that I can tell it .	I give you my word , sir , that it is not my secret , and that I can not tell it .	swapped	False	False
It uses data from researchers all over the world	It never uses data from researchers all over the world .	swapped	False	False
That was in yesterday 's paper , and there is nothing in to day 's .	That was in yesterday 's paper , and there is nothing in to-day 's .	swapped	False	False
if any sudden danger had threatened him I was too far away to be of use	It is true that if any sudden danger had threatened him I was too far away to be of use , and yet I am sure that you will agree with me that the position was very difficult , and that there was nothing more which I could do .	swapped	False	False
There was trace of anything of the kind	There was no trace , however , of anything of the kind , nor could I discover any sign which might indicate the character or intentions of the man who lived in this singular place , save that he must be of Spartan habits and cared little for the comforts of life .	swapped	False	False
they were some warlike race who were forced to accept that which none other would occupy	I am no antiquarian , but I could imagine that they were some unwarlike and harried race who were forced to accept that which none other would occupy .	swapped	False	False
